Product Code,Category,Item Name,Best Price,Best Unit Price,Item Price,Unit Price,Link,Price Was,Special Text,Complex Promo Text
7482963,Fruit & Vegetables,Birch & Waite Dressings Greek Yogurt | 250mL,5.5,2.201,5.5,2.201,https://www.coles.com.au/product/birch-and-waite-dressings-greek-yogurt-250ml-7482963,,,
8411315,Fruit & Vegetables,Coles Natural Brazil Nuts | approx 100g,5.5,55.001,5.5,55.001,https://www.coles.com.au/product/coles-natural-brazil-nuts-approx.-100g-8411315,,,
4982960,Fruit & Vegetables,Coles Organic Ginger | 150g,6.5,43.341,6.5,43.341,https://www.coles.com.au/product/coles-organic-ginger-150g-4982960,,,
6630216,Fruit & Vegetables,Coles Asian Long Melon | approx 1kg,9.9,9.901,9.9,9.901,https://www.coles.com.au/product/coles-asian-long-melon-approx.-1kg-each-6630216,,,
6332535,Fruit & Vegetables,Coles Entertainer Mix | approx 100g,2,20.001,2,20.001,https://www.coles.com.au/product/coles-entertainer-mix-approx.-100g-6332535,,,
6665731,Fruit & Vegetables,Coles Street Style Bombay Mix | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-street-style-bombay-mix-approx.-100g-6665731,,,
7269060,Fruit & Vegetables,Coles Lemon Meringue Rough | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-lemon-meringue-rough-approx.-100g-7269060,,,
9918174,Fruit & Vegetables,Coles Vitality | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-vitality-approx.-100g-9918174,,,
3215218,Fruit & Vegetables,Coles Herb Tarragon Punnet | 10g,3.2,3.201,3.2,3.201,https://www.coles.com.au/product/coles-herb-tarragon-punnet-10g-3215218,,,
2999316,Fruit & Vegetables,Gourmet Garden Lightly Dried Chives | 4g,4,10.001,4,10.001,https://www.coles.com.au/product/gourmet-garden-lightly-dried-chives-4g-2999316,,,
5476697,Fruit & Vegetables,Coles Kitchen Classic Slaw Salad Family Kit | 300g,5,16.671,5,16.671,https://www.coles.com.au/product/coles-kitchen-classic-slaw-salad-family-kit-300g-5476697,,,
3014453,Fruit & Vegetables,Coles Organic Kale With Vegetables | 200g,5.5,27.501,5.5,27.501,https://www.coles.com.au/product/coles-organic-kale-with-vegetables-200g-3014453,,,
7483310,Fruit & Vegetables,Birch & Waite Dressings Greek Lemon | 250mL,5.5,2.201,5.5,2.201,https://www.coles.com.au/product/birch-and-waite-dressings-greek-lemon-250ml-7483310,,,
7487402,Fruit & Vegetables,Birch & Waite Dressings Green Goddess | 250mL,5.5,2.201,5.5,2.201,https://www.coles.com.au/product/birch-and-waite-dressings-green-goddess-250ml-7487402,,,
3519744,Fruit & Vegetables,Coles Organic Oyster Mushrooms | 100g,6.5,65.001,6.5,65.001,https://www.coles.com.au/product/coles-organic-oyster-mushrooms-100g-3519744,,,
6332488,Fruit & Vegetables,Coles Brownie Protein Bites | approx 100g,5,50.001,5,50.001,https://www.coles.com.au/product/coles-brownie-protein-bites-approx.-100g-6332488,,,
3020026,Fruit & Vegetables,Coles Yoghurt Cranberry | approx 100g,2.5,25.001,2.5,25.001,https://www.coles.com.au/product/coles-yoghurt-cranberry-approx.-100g-3020026,,,
3324858,Fruit & Vegetables,Coles Dark Choc Apricot Nougat | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-dark-choc-apricot-nougat-approx.-100g-3324858,,,
2999214,Fruit & Vegetables,Gourmet Garden Lightly Dried Chilli | 10g,4,4.001,4,4.001,https://www.coles.com.au/product/gourmet-garden-lightly-dried-chilli-10g-2999214,,,
6979911,Fruit & Vegetables,Gourmet Garden Thai Seasoning Cold Blended Paste | 80g,4,0.501,4,0.501,https://www.coles.com.au/product/gourmet-garden-thai-seasoning-cold-blended-paste-80g-6979911,,,
4975782,Fruit & Vegetables,Coles Organic Beetroot | 500g,6.8,13.601,6.8,13.601,https://www.coles.com.au/product/coles-organic-beetroot-500g-4975782,,,
6623301,Fruit & Vegetables,Coles Salted Bean & Chickpea Mix | approx 100g,2.2,22.001,2.2,22.001,https://www.coles.com.au/product/coles-salted-bean-and-chickpea-mix-approx.-100g-6623301,,,
6646588,Fruit & Vegetables,Coles Peanut Butter & Jelly Mix | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-peanut-butter-and-jelly-mix-approx.-100g-6646588,,,
4201820,Fruit & Vegetables,Coles Superfood Mix | approx 100g,3.7,37.001,3.7,37.001,https://www.coles.com.au/product/coles-superfood-mix-approx.-100g-4201820,,,
3938452,Fruit & Vegetables,Coles Habanero Chillies | 40g,3.8,95.001,3.8,95.001,https://www.coles.com.au/product/coles-habanero-chillies-40g-3938452,,,
3011557,Fruit & Vegetables,Gourmet Garden Lightly Dried Herb Oregano | 5g,4,8.001,4,8.001,https://www.coles.com.au/product/gourmet-garden-lightly-dried-herb-oregano-5g-3011557,,,
3023308,Fruit & Vegetables,Gourmet Garden Mild Chilli Stir In Paste | 80g,4,0.501,4,0.501,https://www.coles.com.au/product/gourmet-garden-mild-chilli-stir-in-paste-80g-3023308,,,
4491980,Fruit & Vegetables,Organic Organic Snacking Carrots | 250g,4,16.001,4,16.001,https://www.coles.com.au/product/organic-organic-snacking-carrots-250g-4491980,,,
7268920,Fruit & Vegetables,Coles Strawberry Rough | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-strawberry-rough-approx.-100g-7268920,,,
8412238,Fruit & Vegetables,Coles Roasted Salted Mixed Nuts | approx 100g,2.8,28.001,2.8,28.001,https://www.coles.com.au/product/coles-roasted-salted-mixed-nuts-approx.-100g-8412238,,,
8412250,Fruit & Vegetables,Coles Supreme Roasted Salted Mixed Nuts | approx 100g,2.9,29.001,2.9,29.001,https://www.coles.com.au/product/coles-supreme-roasted-salted-mixed-nuts-approx.-100g-8412250,,,
3574538,Fruit & Vegetables,Coles Pottle Chocolate Almonds | approx 100g,3,30.001,3,30.001,https://www.coles.com.au/product/coles-pottle-chocolate-almonds-approx.-100g-3574538,,,
3324712,Fruit & Vegetables,Coles Salted Caramel Trio | approx 100g,3.5,35.001,3.5,35.001,https://www.coles.com.au/product/coles-salted-caramel-trio-approx.-100g-3324712,,,
4201831,Fruit & Vegetables,Coles High Fibre Blend | approx 100g,3.7,37.001,3.7,37.001,https://www.coles.com.au/product/coles-high-fibre-blend-approx.-100g-4201831,,,
3023705,Fruit & Vegetables,Gourmet Garden Italian Herbs Cold Blended Paste | 80g,4,0.501,4,0.501,https://www.coles.com.au/product/gourmet-garden-italian-herbs-cold-blended-paste-80g-3023705,,,
7497790,Fruit & Vegetables,Birch & Waite Signature Whole Egg Mayonnaise | 250mL,4,1.601,4,1.601,https://www.coles.com.au/product/birch-and-waite-signature-whole-egg-mayonnaise-250ml-7497790,,,
1598310,Fruit & Vegetables,Coles Mushrooms Dried Mixed Forest | 20g,5,250.001,5,250.001,https://www.coles.com.au/product/coles-mushrooms-dried-mixed-forest-20g-1598310,,,
4894352,Fruit & Vegetables,Coles Fresh Celeriac Bunch | 1 bunch,5,5.001,5,5.001,https://www.coles.com.au/product/coles-fresh-celeriac-bunch-1-bunch-4894352,,,
7233856,Fruit & Vegetables,Coles Organic Iceberg Lettuce | 1 each,5,5.001,5,5.001,https://www.coles.com.au/product/coles-organic-iceberg-lettuce-1-each-7233856,,,
7487526,Fruit & Vegetables,Birch & Waite Dressings Honey & Mustard | 250mL,5.5,2.201,5.5,2.201,https://www.coles.com.au/product/birch-and-waite-dressings-honey-and-mustard-250ml-7487526,,,
7669104,Fruit & Vegetables,Nutri V Broccoli Powder | 70g,8.9,12.711,8.9,12.711,https://www.coles.com.au/product/nutri-v-broccoli-powder-70g-7669104,,,
133211,Fruit & Veg,Cavendish Bananas Each,0.81,$0.81 / 1EA,0.81,$0.81 / 1EA,https://www.woolworths.com.au/shop/productdetails/133211/cavendish-bananas,,,
134034,Fruit & Veg,Fresh Tomato Each,0.54,$0.54 / 1EA,0.54,$0.54 / 1EA,https://www.woolworths.com.au/shop/productdetails/134034/fresh-tomato,,,
144607,Fruit & Veg,Strawberries 250g Punnet,2.8,$11.20 / 1KG,2.8,$11.20 / 1KG,https://www.woolworths.com.au/shop/productdetails/144607/strawberries,,,
105919,Fruit & Veg,Fresh Pink Lady Apples Each,0.86,$0.86 / 1EA,0.86,$0.86 / 1EA,https://www.woolworths.com.au/shop/productdetails/105919/fresh-pink-lady-apples,,,
169438,Fruit & Veg,Truss Tomatoes Each,1.11,$1.11 / 1EA,1.11,$1.11 / 1EA,https://www.woolworths.com.au/shop/productdetails/169438/truss-tomatoes,,,
170225,Fruit & Veg,Green Zucchini Each,1.38,$1.38 / 1EA,1.38,$1.38 / 1EA,https://www.woolworths.com.au/shop/productdetails/170225/green-zucchini,,,
135306,Fruit & Veg,Red Capsicum Each,2.23,$2.23 / 1EA,2.23,$2.23 / 1EA,https://www.woolworths.com.au/shop/productdetails/135306/red-capsicum,,,
134681,Fruit & Veg,Fresh Broccoli Each,1.29,$1.29 / 1EA,1.29,$1.29 / 1EA,https://www.woolworths.com.au/shop/productdetails/134681/fresh-broccoli,,,
208895,Fruit & Veg,Potato White Washed Each,0.81,$0.81 / 1EA,0.81,$0.81 / 1EA,https://www.woolworths.com.au/shop/productdetails/208895/potato-white-washed,,,
144329,Fruit & Veg,Onion Brown Each,0.59,$0.59 / 1EA,0.59,$0.59 / 1EA,https://www.woolworths.com.au/shop/productdetails/144329/onion-brown,,,
149864,Fruit & Veg,Tomato Roma Red Each,0.89,$0.89 / 1EA,0.89,$0.89 / 1EA,https://www.woolworths.com.au/shop/productdetails/149864/tomato-roma-red,,,
120080,Fruit & Veg,Hass Avocado Each,2.2,$2.20 / 1EA,2.2,$2.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/120080/hass-avocado,,,
149620,Fruit & Veg,Woolworths Cherry Tomatoes Punnet 250g,3.2,$12.80 / 1KG,3.2,$12.80 / 1KG,https://www.woolworths.com.au/shop/productdetails/149620/woolworths-cherry-tomatoes-punnet,,,
135344,Fruit & Veg,Carrot Fresh Each,0.35,$0.35 / 1EA,0.35,$0.35 / 1EA,https://www.woolworths.com.au/shop/productdetails/135344/carrot-fresh,,,
120384,Fruit & Veg,Woolworths Red Watermelon Cut Quarter Each,7.7,$7.70 / 1EA,7.7,$7.70 / 1EA,https://www.woolworths.com.au/shop/productdetails/120384/woolworths-red-watermelon-cut-quarter,,,
137102,Fruit & Veg,Woolworths Continental Cucumbers Each,3.2,$3.20 / 1EA,3.2,$3.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/137102/woolworths-continental-cucumbers,,,
135369,Fruit & Veg,Woolworths Australian Grown Carrots 1kg,2,$2.00 / 1KG,2,$2.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/135369/woolworths-australian-grown-carrots,,,
130935,Fruit & Veg,Fresh Granny Smith Apples Each,0.86,$0.86 / 1EA,0.86,$0.86 / 1EA,https://www.woolworths.com.au/shop/productdetails/130935/fresh-granny-smith-apples,,,
144497,Fruit & Veg,Onion Red Each,0.68,$0.68 / 1EA,0.68,$0.68 / 1EA,https://www.woolworths.com.au/shop/productdetails/144497/onion-red,,,
157649,Fruit & Veg,Eat Later Cavendish Bananas Each,0.81,$0.81 / 1EA,0.81,$0.81 / 1EA,https://www.woolworths.com.au/shop/productdetails/157649/eat-later-cavendish-bananas,,,
727144,Fruit & Veg,Woolworths Solanato Tomato Punnet 200g,4.5,$22.50 / 1KG,4.5,$22.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/727144/woolworths-solanato-tomato-punnet,,,
137130,Fruit & Veg,Lebanese Cucumbers Each,1.96,$1.96 / 1EA,1.96,$1.96 / 1EA,https://www.woolworths.com.au/shop/productdetails/137130/lebanese-cucumbers,,,
829107,Fruit & Veg,Mandarin Amorette Seedless Each,0.47,$0.47 / 1EA,0.47,$0.47 / 1EA,https://www.woolworths.com.au/shop/productdetails/829107/mandarin-amorette-seedless,,,
147071,Fruit & Veg,Sweet Potato Gold Each,2.03,$2.03 / 1EA,2.03,$2.03 / 1EA,https://www.woolworths.com.au/shop/productdetails/147071/sweet-potato-gold,,,
155003,Fruit & Veg,Apple Royal Gala Each,0.72,$0.72 / 1EA,0.72,$0.72 / 1EA,https://www.woolworths.com.au/shop/productdetails/155003/apple-royal-gala,,,
524322,Fruit & Veg,Woolworths Baby Leaf Spinach 120g,3,$25.00 / 1KG,3,$25.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/524322/woolworths-baby-leaf-spinach,,,
259450,Fruit & Veg,Orange Navel Each,0.83,$0.83 / 1EA,0.83,$0.83 / 1EA,https://www.woolworths.com.au/shop/productdetails/259450/orange-navel,,,
147603,Fruit & Veg,Spring Onion Eschallot Bunch,2.8,$2.80 / 1EA,2.8,$2.80 / 1EA,https://www.woolworths.com.au/shop/productdetails/147603/spring-onion-eschallot,,,
825869,Fruit & Veg,The Odd Bunch Zucchini Prepacked 750g,4,$5.33 / 1KG,4,$5.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/825869/the-odd-bunch-zucchini-prepacked,,,
154340,Fruit & Veg,Iceberg Lettuce Each,3.2,$3.20 / 1EA,3.2,$3.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/154340/iceberg-lettuce,,,
310968,Fruit & Veg,Woolworths Fresh Pink Lady Apples Punnet 1kg,4.9,$4.90 / 1KG,4.9,$4.90 / 1KG,https://www.woolworths.com.au/shop/productdetails/310968/woolworths-fresh-pink-lady-apples-punnet,,,
524336,Fruit & Veg,Woolworths Baby Spinach Spinach 280g,5,$17.86 / 1KG,5,$17.86 / 1KG,https://www.woolworths.com.au/shop/productdetails/524336/woolworths-baby-spinach-spinach,,,
115330,Fruit & Veg,Fresh Packham Pear Each,1.13,$1.13 / 1EA,1.13,$1.13 / 1EA,https://www.woolworths.com.au/shop/productdetails/115330/fresh-packham-pear,,,
713429,Fruit & Veg,Garlic Head Each,1.65,$1.65 / 1EA,1.65,$1.65 / 1EA,https://www.woolworths.com.au/shop/productdetails/713429/woolworths-garlic-head,,,
314075,Fruit & Veg,Mandarin Afourer Each,0.64,$0.64 / 1EA,0.64,$0.64 / 1EA,https://www.woolworths.com.au/shop/productdetails/314075/mandarin-afourer,,,
169792,Fruit & Veg,Blueberries 125g Punnet,3.3,$26.40 / 1KG,3.3,$26.40 / 1KG,https://www.woolworths.com.au/shop/productdetails/169792/blueberries-punnet,,,
144336,Fruit & Veg,Woolworths Onion Brown Bag 1kg,2.5,$2.50 / 1KG,2.5,$2.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/144336/woolworths-onion-brown-bag,,,
731091,Fruit & Veg,Mandarin Delite Seedless Each,0.59,$0.59 / 1EA,0.59,$0.59 / 1EA,https://www.woolworths.com.au/shop/productdetails/731091/mandarin-delite-seedless,,,
262783,Fruit & Veg,Woolworths Washed Potatoes Bag 2kg,4,$2.00 / 1KG,4,$2.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/262783/woolworths-washed-potatoes-bag,,,
143109,Fruit & Veg,Mushrooms Cups Loose Per Kg,12.5,$12.50 / 1KG,12.5,$12.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/143109/mushrooms-cups-loose,,,
135156,Fruit & Veg,Capsicum Green Each,2.23,$2.23 / 1EA,2.23,$2.23 / 1EA,https://www.woolworths.com.au/shop/productdetails/135156/capsicum-green,,,
187314,Fruit & Veg,Woolworths Broccolini Bunch Each,3.7,$3.70 / 1EA,3.7,$3.70 / 1EA,https://www.woolworths.com.au/shop/productdetails/187314/woolworths-broccolini-bunch,,,
138082,Fruit & Veg,Ginger Fresh Per Kg,27,$27.00 / 1KG,27,$27.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/138082/ginger-fresh,,,
165262,Fruit & Veg,Raspberries 125g Punnet,6,$48.00 / 1KG,6,$48.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/165262/driscoll-s-raspberries-punnet,,,
379515,Fruit & Veg,Woolworths Baby Spinach 60g,2,$33.33 / 1KG,2,$33.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/379515/woolworths-baby-spinach,,,
267084,Fruit & Veg,Zespri Sungold Kiwifruit Each,1.29,$1.29 / 1EA,1.29,$1.29 / 1EA,https://www.woolworths.com.au/shop/productdetails/267084/woolworths-sungold-kiwifruit-gold,,,
141496,Fruit & Veg,Woolworths Cos Hearts Lettuce 2 Pack,2.7,$1.35 / 1EA,2.7,$1.35 / 1EA,https://www.woolworths.com.au/shop/productdetails/141496/woolworths-cos-hearts-lettuce,,,
638009,Fruit & Veg,Woolworths Lettuce Iceberg Shredded Lettuce 200g,2,$10.00 / 1KG,2,$10.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/638009/woolworths-lettuce-iceberg-shredded-lettuce,,EVERYDAY LOW PRICE,
259514,Fruit & Veg,Lemon Fresh Each,1.03,$1.03 / 1EA,1.03,$1.03 / 1EA,https://www.woolworths.com.au/shop/productdetails/259514/lemon-fresh,,,
111670,Fruit & Veg,Potato Red Washed Each,0.81,$0.81 / 1EA,0.81,$0.81 / 1EA,https://www.woolworths.com.au/shop/productdetails/111670/potato-red-washed,,,
169067,Fruit & Veg,Woolworths Qukes Baby Cucumbers Punnet 250g,3.8,$15.20 / 1KG,3.8,$15.20 / 1KG,https://www.woolworths.com.au/shop/productdetails/169067/woolworths-qukes-baby-cucumbers-punnet,,,
147197,Fruit & Veg,Woolworths Butternut Pumpkin Cut Each,3.19,$3.19 / 1EA,3.19,$3.19 / 1EA,https://www.woolworths.com.au/shop/productdetails/147197/woolworths-butternut-pumpkin-cut,,,
267083,Fruit & Veg,Woolworths Kiwi Fruit Green Each,1.34,$1.34 / 1EA,1.34,$1.34 / 1EA,https://www.woolworths.com.au/shop/productdetails/267083/woolworths-kiwi-fruit-green,,,
306510,Fruit & Veg,Macro Organic Banana Each,1.17,$1.17 / 1EA,1.17,$1.17 / 1EA,https://www.woolworths.com.au/shop/productdetails/306510/macro-organic-banana,,,
651492,Fruit & Veg,Mandarin Tangold Seedless Each,0.59,$0.59 / 1EA,0.59,$0.59 / 1EA,https://www.woolworths.com.au/shop/productdetails/651492/mandarin-tangold-seedless,,,
134072,Fruit & Veg,Beans Round Per Kg,9.9,$9.90 / 1KG,9.9,$9.90 / 1KG,https://www.woolworths.com.au/shop/productdetails/134072/beans-round,,,
106218,Fruit & Veg,Bananas Kids 5 Pack,3.7,$3.70 / 1EA,3.7,$3.70 / 1EA,https://www.woolworths.com.au/shop/productdetails/106218/bananas-kids,,,
147981,Fruit & Veg,Woolworths White Cup Sliced Mushroom Punnet 200g,4,$20.00 / 1KG,4,$20.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/147981/woolworths-white-cup-sliced-mushroom-punnet,,,
135552,Fruit & Veg,Fresh Whole Cauliflower Each,3.5,$3.50 / 1EA,3.5,$3.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/135552/fresh-whole-cauliflower,,,
143730,Fruit & Veg,Woolworths Gourmet Tomatoes Punnet 1kg,4.9,$4.90 / 1KG,4.9,$4.90 / 1KG,https://www.woolworths.com.au/shop/productdetails/143730/woolworths-gourmet-tomatoes-punnet,,,
830353,Fruit & Veg,The Odd Bunch Lemon Prepacked 500g,2.3,$4.60 / 1KG,2.3,$4.60 / 1KG,https://www.woolworths.com.au/shop/productdetails/830353/the-odd-bunch-lemon-prepacked,,,
800774,Fruit & Veg,The Odd Bunch Pear Prepacked 1kg,3.6,$3.60 / 1KG,3.6,$3.60 / 1KG,https://www.woolworths.com.au/shop/productdetails/800774/the-odd-bunch-pear-prepacked,,,
135568,Fruit & Veg,Fresh Cauliflower Half Each,1.75,$1.75 / 1EA,1.75,$1.75 / 1EA,https://www.woolworths.com.au/shop/productdetails/135568/fresh-cauliflower,,,
139645,Fruit & Veg,Leek Fresh Each,2.9,$2.90 / 1EA,2.9,$2.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/139645/leek-fresh,,,
196442,Fruit & Veg,Woolworths Tomato Truss 500g Punnet,5.5,$11.00 / 1KG,5.5,$11.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/196442/woolworths-tomato-truss,,,
124751,Fruit & Veg,Woolworths Red Onions 1kg Bag,3,$3.00 / 1KG,3,$3.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/124751/woolworths-red-onions,,,
144785,Fruit & Veg,Woolworths Fresh Continental Parsley Bunch,3.2,$3.20 / 1EA,3.2,$3.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/144785/woolworths-fresh-continental-parsley-fresh-herb,,,
139429,Fruit & Veg,Red Seedless Watermelon Whole Each,30.8,$30.80 / 1EA,30.8,$30.80 / 1EA,https://www.woolworths.com.au/shop/productdetails/139429/red-seedless-watermelon-whole,,,
136510,Fruit & Veg,Woolworths Red Cayenne Chilli (medium) Each,0.6,$0.60 / 1EA,0.6,$0.60 / 1EA,https://www.woolworths.com.au/shop/productdetails/136510/woolworths-red-cayenne-chilli-medium-,,,
149374,Fruit & Veg,Corn Sweet Each,1.5,$1.50 / 1EA,1.5,$1.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/149374/corn-sweet,,,
254080,Fruit & Veg,Woolworths Navel Oranges 3kg Bag,6.5,$2.17 / 1KG,6.5,$2.17 / 1KG,https://www.woolworths.com.au/shop/productdetails/254080/woolworths-navel-oranges,,,
742824,Fruit & Veg,Woolworths Baby Carrots 500g,1.2,$2.40 / 1KG,1.2,$2.40 / 1KG,https://www.woolworths.com.au/shop/productdetails/742824/woolworths-baby-carrots,,,
133621,Fruit & Veg,Woolworths Green Basil Bunch,3.2,$3.20 / 1EA,3.2,$3.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/133621/woolworths-green-basil,,,
189459,Fruit & Veg,Onion Shallot French Each,0.65,$0.65 / 1EA,0.65,$0.65 / 1EA,https://www.woolworths.com.au/shop/productdetails/189459/onion-shallot-french,,,
246566,Fruit & Veg,Potato Brushed Each,0.86,$0.86 / 1EA,0.86,$0.86 / 1EA,https://www.woolworths.com.au/shop/productdetails/246566/potato-brushed,,,
137091,Fruit & Veg,Woolworths Fresh Herb Coriander Bunch,3.2,$3.20 / 1EA,3.2,$3.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/137091/woolworths-fresh-herb-coriander,,,
137534,Fruit & Veg,Pineapple Naturally Sweet Whole Each,4.5,$4.50 / 1EA,4.5,$4.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/137534/pineapple-naturally-sweet,,,
143709,Fruit & Veg,Pumpkin Kent Cut Each,3.19,$3.19 / 1EA,3.19,$3.19 / 1EA,https://www.woolworths.com.au/shop/productdetails/143709/pumpkin-kent-cut,,,
149963,Fruit & Veg,Woolworths Mushrooms Cups 500g Punnet,7,$14.00 / 1KG,7,$14.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/149963/woolworths-mushrooms-cups,,,
144427,Fruit & Veg,Woolworths Brown Onions Bag 2kg,5.5,$2.75 / 1KG,5.5,$2.75 / 1KG,https://www.woolworths.com.au/shop/productdetails/144427/woolworths-brown-onions-bag,,,
137546,Fruit & Veg,Eggplant Fresh Each,3.17,$3.17 / 1EA,3.17,$3.17 / 1EA,https://www.woolworths.com.au/shop/productdetails/137546/eggplant-fresh,,,
381923,Fruit & Veg,Kanzi Apple Each,1.03,$1.03 / 1EA,1.03,$1.03 / 1EA,https://www.woolworths.com.au/shop/productdetails/381923/kanzi-apple,,,
310966,Fruit & Veg,Woolworths Fresh Granny Smith Apples Punnet 1kg,4.9,$4.90 / 1KG,4.9,$4.90 / 1KG,https://www.woolworths.com.au/shop/productdetails/310966/woolworths-fresh-granny-smith-apples-punnet,,,
180148,Fruit & Veg,Banana Red Tipped Each,0.99,$0.99 / 1EA,0.99,$0.99 / 1EA,https://www.woolworths.com.au/shop/productdetails/180148/banana-red-tipped,,,
315670,Fruit & Veg,Woolworths Finely Shredded Coleslaw 300g,2.7,$9.00 / 1KG,2.7,$9.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/315670/woolworths-finely-shredded-coleslaw,$3.00 ,SAVE $0.30,
288440,Fruit & Veg,The Odd Bunch Carrots 1.5kg,2,$1.33 / 1KG,2,$1.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/288440/the-odd-bunch-carrots,,,
800763,Fruit & Veg,The Odd Bunch Apples Prepacked Punnet 1kg,3.5,$3.50 / 1KG,3.5,$3.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/800763/the-odd-bunch-apples-prepacked-punnet,,,
306343,Fruit & Veg,Jazz Apple Each,0.86,$0.86 / 1EA,0.86,$0.86 / 1EA,https://www.woolworths.com.au/shop/productdetails/306343/jazz-apple,,,
112533,Fruit & Veg,Fresh Rockmelon Half Each,3.45,$3.45 / 1EA,3.45,$3.45 / 1EA,https://www.woolworths.com.au/shop/productdetails/112533/fresh-rockmelon-half,,,
143304,Fruit & Veg,Woolworths Mushrooms Cups 200g Punnet,4,$20.00 / 1KG,4,$20.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/143304/woolworths-mushrooms-cups,,,
61078,Fruit & Veg,Perfection Mix A Mato Mini Tomatoes 320g,6.5,$20.31 / 1KG,6.5,$20.31 / 1KG,https://www.woolworths.com.au/shop/productdetails/61078/perfection-mix-a-mato-mini-tomatoes,,,
162931,Fruit & Veg,Woolworths Snow Peas Fresh 250g Bag,5.9,$23.60 / 1KG,5.9,$23.60 / 1KG,https://www.woolworths.com.au/shop/productdetails/162931/woolworths-snow-peas-fresh,,,
829357,Fruit & Veg,Spud Lite Prepack Potato 1.5kg,6,$4.00 / 1KG,6,$4.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/829357/spud-lite-prepack-potato,,,
145111,Fruit & Veg,Fresh Beurre Bosc Pear Each,1.13,$1.13 / 1EA,1.13,$1.13 / 1EA,https://www.woolworths.com.au/shop/productdetails/145111/fresh-beurre-bosc-pear,,,
142948,Fruit & Veg,Woolworths Fresh Mint Bunch,3.2,$3.20 / 1EA,3.2,$3.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/142948/woolworths-fresh-mint,,,
588064,Fruit & Veg,Woolworths Fresh Food Kids Mini Apples 5 Pack,3.5,$0.70 / 1EA,3.5,$0.70 / 1EA,https://www.woolworths.com.au/shop/productdetails/588064/woolworths-fresh-food-kids-mini-apples,,,
707367,Fruit & Veg,Woolworths Thyme Fresh Herb 10g Punnet,3.2,$3.20 / 10G,3.2,$3.20 / 10G,https://www.woolworths.com.au/shop/productdetails/707367/woolworths-thyme-fresh-herb,,,
385085,Fruit & Veg,Woolworths White Washed Baby Potatoes Bag 1kg,3.8,$3.80 / 1KG,3.8,$3.80 / 1KG,https://www.woolworths.com.au/shop/productdetails/385085/woolworths-white-washed-baby-potatoes-bag,,,
134932,Fruit & Veg,Woolworths Green Cabbage Half Each,4.4,$4.40 / 1EA,4.4,$4.40 / 1EA,https://www.woolworths.com.au/shop/productdetails/134932/woolworths-green-cabbage,,,
310965,Fruit & Veg,Woolworths Packham Pear 1kg Punnet,4.9,$4.90 / 1KG,4.9,$4.90 / 1KG,https://www.woolworths.com.au/shop/productdetails/310965/woolworths-packham-pear,,,
89466,Fruit & Veg,Woolworths Mushroom Sliced 500g,7,$14.00 / 1KG,7,$14.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/89466/woolworths-mushroom-sliced,,,
774651,Fruit & Veg,Blueberries 230g Punnet,6,$26.09 / 1KG,6,$26.09 / 1KG,https://www.woolworths.com.au/shop/productdetails/774651/driscoll-s-blueberries-punnet,,,
133390,Fruit & Veg,Banana Lady Finger Each,1.28,$1.28 / 1EA,1.28,$1.28 / 1EA,https://www.woolworths.com.au/shop/productdetails/133390/banana-lady-finger,,,
